Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
South Africa,ZAF,Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT,64.5714285714285,65.5555555555555,63.2978723404257,63.2075471698114,61.7511520737328,61.4035087719298,61.1320754716981,58.8628762541805,57.1865443425077,57.7903682719547,57.8048780487805,59.9997901574084,57.0726613355661,58.3972149562335,59.6240597775629,61.2048287823971,58.6486486486487,58.6178861788618,56.2973158981418,55.3511375068841,56.7902848069217,56.4633623508528,56.7837891189831,64.0872681788339,62.9669634967546,56.0782313873607,55.111514711832,60.4168997440509,62.8205197352681,58.3083456422524,55.3229234498629,60.5740844092928,56.373677872938,59.6670669944413,58.0261596577782,48.1639823937957,53.9368443502508,54.7113151693539,54.7517504156843,55.5413237611553,54.7562640985952,54.3381933084076,58.5975038545864,67.3579141425829,65.3814231420567,64.9609551103009,64.7522359232025,61.3737288005259,59.3797497713437,60.4572896543818,57.4735802955679,55.6938588005034,57.2667291127086,55.3394931565242,55.5228860747997,54.4502117990023,54.3228865742572,54.6001582794033,53.8019429355048,53.9566856036406,31.0255695511292,23.7694396654522
South Africa,ZAF,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,3.57113402061856,2.51690920270547,2.21791432025238,1.91664260004085,0.910278511819901,0.970767021293762,0.955936513717908,0.740828370880737,0.913477990931834,1.29316505085435,0.999512180297267,0.920326740961165,0.947696782827033,2.42368493857966,2.55216845104978,2.309095532283,3.03186570708714,4.80469925927908,2.27794254428773,2.33376270248975,2.8645207226581,2.17288970122969,2.00720478984967,1.40367289757201,1.76910717877717,2.02698159464718,2.73435606637902,3.37997889418942,3.74476711412032,4.78461926057438,3.71705799406094,3.38003180258996,2.89440226077249,4.41089100828152,8.31386210234208,8.54958449371839,10.213451268744,10.6661169244918,6.48816632221073,8.21384045035961,9.69882692687007,7.52059796918969,7.39714113505726,8.30203193415651,8.1868310740488,10.041965669859,11.7760846745638,14.9680287763998,15.6912106076436,21.1101916905708,18.2673880037663,20.6306161249115,20.6562778377058,21.7267740351624,19.3978875565122,18.967348200095,19.3237509869381,20.7655064281584,21.0960214781201,21.4777319437965,20.998594883081,
South Africa,ZAF,Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT,49.1428571428571,46.1538461538461,43.3155080213903,45.3781512605042,47.3880597014924,47.962382445141,43.8805970149254,43.236074270557,41.645885286783,43.4125269978402,45.2797202797203,44.9651258491884,39.7107590868658,42.1824620203336,48.5901723703013,42.0996449257656,38.9570552147239,32.4236517218973,31.9184123484013,35.9441918871154,39.6597515773361,45.028676311036,42.7208271716659,37.6100122244344,40.4763501892973,44.5182606158551,42.9093595202185,40.2354789012211,41.9899047771351,45.0162146233202,41.2722078033162,44.1852729959882,40.4182558497997,37.3082909938252,40.7777788302958,40.0903985632983,42.8949526753033,42.8937754931025,42.2005405339549,42.6828006737383,43.0512820662843,41.4912960499903,42.7744829149283,40.5329906164503,43.8433252192421,44.9283280410151,48.5154025489293,48.0296558871115,46.4546308295251,40.1815871894933,37.9165634357747,41.2318616287059,43.9594970345701,43.6260120726132,44.0361303118862,40.8949907872596,36.8568057584369,37.6195818203495,39.1886572637278,38.7008262898645,35.3334873374326,38.8604330223626
South Africa,ZAF,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14120373571022,5.82568406352946,8.79588449083253,8.28969434770773,6.13234806316982,6.6203300716201,6.48950796640497,1.7287055408294,9.50216819566904,6.21480433187016,9.81974528504033,6.97366275415434,6.01593495131171,7.0411958694314,9.75356384784716,9.75633140770858,10.3766076761075,6.33317245194032,6.80101891480586,7.71070878670389,9.57674576248939,8.54638627831886,7.3493583528899,
South Africa,ZAF,"Binding coverage, primary products (%)",TM.TAX.TCOM.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.11,87.18,,87.18,87.18,87.18,86.69,86.69,86.69,86.69,86.69,85.59,85.59,85.59,85.59,85.59,80.03,80.03,80.03,80.03,80.03,80.56,80.56,80.5,80.5,
South Africa,ZAF,"Binding coverage, manufactured products (%)",TM.TAX.MANF.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.48,99.54,,99.54,99.54,99.54,99.43,99.43,99.43,99.43,99.43,99.43,99.43,99.43,99.43,99.43,99.45,99.45,99.45,99.45,99.45,99.44,99.44,99.44,99.44,
South Africa,ZAF,Urban population growth (annual %),SP.URB.GROW,,2.82583240638412,2.72764161055513,2.75695469598456,2.77794518305781,2.79406586853873,2.8048241948092,2.81458044889652,2.8290853358257,2.84992386886717,2.85376869854856,2.78783806381139,2.80787907846468,2.80173388243297,2.76387928180043,2.70854896651955,2.63968837667243,2.58657330661724,2.57895781723004,2.62896395891288,2.74462906394055,3.02444615668174,3.08733039379494,3.09851154321686,3.03747226391949,3.1724500382968,3.54335644190354,3.42978740487759,3.36595626101464,3.37496721343951,3.4213603754513,3.45372491233435,3.41363561743825,3.36149660585763,3.21854115203995,3.01474816149383,2.80363707856267,2.6247540989203,2.46709256478366,2.34757619307079,2.25632161562724,2.16822470124261,2.18354380888915,2.16589158231782,2.14931604590161,2.1539801080897,2.16821224137716,2.18467924143766,2.21775604755682,2.2593302979005,2.31239696005493,2.36956213449542,2.41615873332643,2.42442571960463,2.39406473406266,2.33137782779205,2.26014461613465,2.19291873963855,2.12767299835243,2.06848480453102,2.01548003295595,1.95812911634817
South Africa,ZAF,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.499740600586,,,,311.204833984375,,302.464538574219,378.809478759766,361.378509521484,383.026550292969,393.330108642578,389.404113769531,392.120361328125,365.4951171875,386.800140380859,404.719360351563,434.853088378906,432.161560058594,472.307556152344,492.036254882813,517.722290039063,503.712249755859,484.280029296875,,
South Africa,ZAF,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.27923331015502,4.28680701470274,4.29125359415215,4.28894075930831,4.27522106839457,4.24870305725125,4.22694737216953,4.19260730642978,4.15497083108253,4.12413765644409,4.10508004648084,4.11769895299275,4.13434061267651,4.1504823178993,4.16073469551443,4.16323200599769,4.17876993949347,4.18572435052362,4.18826055171792,4.19047445874938,4.1943642167906,4.22118199453775,4.24204792432081,4.25693961642155,4.26557086041803,4.26870629689582,4.28801220560367,4.30381551563896,4.31886163379392,4.33595730640676,4.35779871020708,4.40894427113809,4.47010673591925,4.54168579832112,4.62337525121954,4.7156791090967,4.78152116176151,4.84289083849768,4.90335085680096,4.96652743325853,5.03421044654686,5.09942496406999,5.15962885998362,5.21505263308103,5.26465697341481,5.30807803326278,5.38584844019408,5.45452186538847,5.51314175174467,5.56064354877518,5.5976911194334,5.66014521371359,5.72206859415821,5.79058049036135,5.87457323704512,5.97931539626655,6.08712733830253,6.2046334722061,6.32929983919748,6.45698259181759,6.58552887848665,6.72723646784969
South Africa,ZAF,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,6.66408624246839,6.63137237161056,6.58829973646041,6.53770950467095,6.48570008870924,6.43519002064753,6.37323441722499,6.31519242652576,6.26770596026032,6.23903241217282,6.23214689844663,6.232872178343,6.26079536693122,6.29786236054275,6.31937659728881,6.31310852569755,6.24716930468764,6.15920154321135,6.0761653094077,6.03574715402299,6.05552617591963,6.13247210142165,6.25777224197488,6.40443072496499,6.53549683856208,6.63038351756778,6.65587303846564,6.65816709059195,6.647165444278,6.63894914922698,6.64403466560341,6.68669987762528,6.74592371274487,6.81653239994248,6.89190606295203,6.9683687106359,7.03384306061904,7.10300986202765,7.1826390328075,7.27999746047823,7.39675330690975,7.48405956555139,7.59351171634836,7.71581132950189,7.83466606735096,7.94021076135301,7.98464282326599,8.01834882836737,8.06260121627743,8.14625545657612,8.28205907192232,8.37369386804599,8.51240796160518,8.68095653346336,8.84629912661728,8.98558232643197,9.12042535196409,9.22356137063693,9.28864489054308,9.30752240646707,9.27584161726111,9.17360028455603
South Africa,ZAF,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,13.6369906154664,13.8755598364284,13.990201804813,13.9810007579235,13.897725122184,13.8090663057766,13.8095541394834,13.8209225028847,13.8321644383977,13.8214651996159,13.7655207848382,13.7648291212203,13.7470319748118,13.7085455886046,13.6547896942744,13.5922520318139,13.6117423552488,13.6554254158856,13.7082465318877,13.7427269396163,13.7307621100996,13.722033837057,13.6672907314072,13.5784718563879,13.4881844151647,13.4318472110199,13.4567034613293,13.5526975472501,13.7009506602707,13.8492524696667,13.9303672494889,13.9075991250736,13.8216398140893,13.6667921114602,13.4522524654698,13.1972535102924,12.9673565799686,12.6558466542647,12.2769725763549,11.8691859039709,11.483683229803,11.1923970158474,10.9235105371607,10.6800228839181,10.4548994916682,10.2370695634799,10.0691154926675,9.93633557616056,9.84092859817579,9.78161486902711,9.75139556574544,9.7523765849875,9.81808329269796,9.93721320390243,10.0725002367772,10.1730240812051,10.2434107246495,10.2623311888365,10.2280487380757,10.1565623451323,10.0744482169572,9.99595395203705
South Africa,ZAF,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,46.7917594,47.2584312,47.725103,48.2532982,48.7814934,49.3096886,49.8378838,50.366079,51.028629,51.691179,52.353729,53.016279,53.678829,54.3775128,55.0761966,55.7748804,56.4735642,57.172248,57.8431356,58.5140232,59.1849108,59.8557984,60.526686,61.6354662,62.7442464,63.8530266,64.9618068,66.070587,66.7533612,67.4361354,68.1189096,68.8016838,69.484458,67.62581,65.767162,63.908514,62.049866,60.191218,57.437934,54.68465,51.931366,49.178082,46.424798,46.41821,46.411622,46.405034,46.398446,46.391858,49.0635706,51.7352832,54.4069958,57.0787084,59.750421,60.9975418,62.2446626,63.4917834,64.7389042,65.986025,66.4580592,66.9300934,67.4021276,
South Africa,ZAF,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,19.3,,
South Africa,ZAF,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6650009155273,35.7369995117188,35.7099990844727,35.7109985351563,35.7529983520508,35.7750015258789,35.8580017089844,35.9480018615723,35.9490013122559,35.9490013122559,36.5559997558594,41.3720016479492,39.3190002441406,36.2439994812012,36.4389991760254,35.8440017700195,33.0880012512207,25.8190002441406,25.5769996643066,27.0200004577637,27.2360000610352,27.0939998626709,26.5480003356934,27.0429992675781,27.5480003356934,29.0130004882813,29.2830009460449,29.0709991455078,30.5139999389648,31.0359992980957,35.6800003051758
South Africa,ZAF,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9700012207031,45.314998626709,45.5660018920898,45.8759994506836,46.2680015563965,46.5359992980957,46.9070014953613,47.3269996643066,47.6679992675781,48.0369987487793,50.9109992980957,53.8120002746582,55.5439987182617,49.2200012207031,48.9860000610352,47.9160003662109,46.6520004272461,41.298999786377,44.765998840332,47.9010009765625,46.2029991149902,47.7389984130859,48.1689987182617,48.3250007629395,46.6520004272461,48.9490013122559,49.1650009155273,49.4939994812012,53.5610008239746,55.6879997253418,59.8110008239746
South Africa,ZAF,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.7661625451852,60.2839780017933,60.8693850891146,61.529248392735,62.2889833760417,63.1548024557702,63.9799672413936,64.8650585844807,65.8292607776982,66.883040767216,68.0219037302322,68.940334388338,69.9407917079871,70.9838119578705,71.9810431741406,72.8663624206253,73.5273253225004,74.0463553418373,74.4367963483125,74.1824932329637,73.7120998591716,75.1623177350553,74.8804899588771,76.2759267519034,76.3613583588409,76.7891989523979,76.5218649825235,77.4333733831436,77.657899812107,77.6079960230803,76.7397253117594,77.1704861947428
South Africa,ZAF,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,25.5100002288818,,,,,,,,,,24.2299995422363,,,,,,,,,,19.0900001525879,,,,,18.3799991607666,,,,,,14.4200000762939,,,,,,22.1000003814697,25.6000003814697,28.6000003814697,31.9200000762939,31.7999992370605,31.9200000762939,30.6200008392334,28.8799991607666,30.1700000762939,30.0400009155273,30.8500003814697,38.439998626709,35.5400009155273,30.7900009155273,32.1199989318848,32.1100006103516,31.9200000762939,31.1200008392334,34.1399993896484,34.560001373291,34.5800018310547,32.9300003051758,32.4199981689453,28.6399993896484,28.3799991607666
South Africa,ZAF,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,
